chr	start	end	gene	region
chr7	100643097	100656448	ACTL6B	7:100643097-100656448
chr1	65792514	66374579	PDE4B	1:65792514-66374579
chr3	134355347	134375479	AMOTL2	3:134355347-134375479
chr7	151556124	151877125	PRKAG2	7:151556124-151877125
chr5	75511756	75601144	POLK	5:75511756-75601144
chr7	64666099	64711577	ZNF107	7:64666099-64711577
chr5	177511577	177516961	DDX41	5:177511577-177516961
chr6	157700387	157945077	SNX9	6:157700387-157945077
chr19	18207961	18255419	PDE4C	19:18207961-18255419
chr1	172532349	172611833	SUCO	1:172532349-172611833
chr12	121308245	121399896	ANAPC5	12:121308245-121399896
chr12	110372900	110445548	ANAPC7	12:110372900-110445548
chr8	27633868	27676776	SCARA3	8:27633868-27676776
chrX	142202342	142205290	MAGEC2	X:142202342-142205290
chr6	17600302	17611719	FAM8A1	6:17600302-17611719
chr5	58969038	60522120	PDE4D	5:58969038-60522120
chr1	39678648	39691485	HPCAL4	1:39678648-39691485
chr1	28736621	28769775	YTHDF2	1:28736621-28769775
chrX	136532215	136556807	VGLL1	X:136532215-136556807
chr18	32091874	32131561	RNF138	18:32091874-32131561
chr3	48688003	48740353	IP6K2	3:48688003-48740353
chr2	70257386	70281185	PCYOX1	2:70257386-70281185
chr5	149857953	149944793	PDE6A	5:149857953-149944793
chr9	129665647	129722674	PRRX2	9:129665647-129722674
chr16	25111731	25178231	LCMT1	16:25111731-25178231
chr2	188291669	188595931	GULP1	2:188291669-188595931
chr2	99400475	99490035	REV1	2:99400475-99490035
chr15	89471398	89496589	RHCG	15:89471398-89496589
chr10	93612537	93666010	PDE6C	10:93612537-93666010
chr3	52903572	53046750	SFMBT1	3:52903572-53046750
chr1	147928393	147993592	GPR89B	1:147928393-147993592
chr6	89326625	89352722	UBE2J1	6:89326625-89352722
chr14	99971449	100144236	EVL	14:99971449-100144236
chr2	231732433	231786272	PDE6D	2:231732433-231786272
chr2	73700576	73701340	NAT8B	2:73700576-73701340
chr6	24171755	24358059	DCDC2	6:24171755-24358059
chr12	50175788	50283520	LIMA1	12:50175788-50283520
chr11	67518912	67524517	CABP2	11:67518912-67524517
chr19	18434388	18438167	ISYNA1	19:18434388-18438167
chr1	162790702	162812823	HSD17B7	1:162790702-162812823
chr17	4163821	4263995	ANKFY1	17:4163821-4263995
chr17	81650459	81663112	PDE6G	17:81650459-81663112
chrX	8169944	8171267	VCX2	X:8169944-8171267
chrX	6533618	6535118	VCX3A	X:6533618-6535118
chr12	14973042	14981865	PDE6H	12:14973042-14981865
chr9	128819651	128881931	SPOUT1	9:128819651-128881931
chr5	176383946	176388927	NOP16	5:176383946-176388927
chr22	32387582	32412248	RTCB	22:32387582-32412248
chr15	65530418	65578349	HACD3	15:65530418-65578349
chr15	44427622	44529038	CTDSPL2	15:44427622-44529038
chr20	58981208	58995133	NELFCD	20:58981208-58995133
chr12	120443964	120446384	TRIAP1	12:120443964-120446384
chr1	111448864	111462773	ATP5PB	1:111448864-111462773
chr8	65714334	65842322	PDE7A	8:65714334-65842322
chr11	86302211	86345943	HIKESHI	11:86302211-86345943
chr11	94962620	94973586	CWC15	11:94962620-94973586
chr11	64316460	64317559	TRMT112	11:64316460-64317559
chr1	161152776	161158856	UFC1	1:161152776-161158856
chr20	56468585	56519449	RTF2	20:56468585-56519449
chr15	84980440	85139145	PDE8A	15:84980440-85139145
chr9	33264879	33282070	CHMP5	9:33264879-33282070
chr22	46296870	46333699	GTSE1	22:46296870-46333699
chr6	36354091	36387800	ETV7	6:36354091-36387800
chr1	212035553	212107400	DTL	1:212035553-212107400
chr3	48673844	48686364	NCKIPSD	3:48673844-48686364
chr21	42653621	42775509	PDE9A	21:42653621-42775509
chr5	146110566	146182696	LARS1	5:146110566-146182696
chr6	10722915	10731129	TMEM14C	6:10722915-10731129
chr5	139647299	139683882	CXXC5	5:139647299-139683882
chr11	61361964	61377890	TMEM138	11:61361964-61377890
chr20	44195939	44210771	OSER1	20:44195939-44210771
chr14	96363452	96387288	GSKIP	14:96363452-96387288
chr14	59484443	59505410	JKAMP	14:59484443-59505410
chr17	81890790	81900991	ANAPC11	17:81890790-81900991
chr12	54549601	54579239	PDE1B	12:54549601-54579239
chr7	130018287	130051451	ZC3HC1	7:130018287-130051451
chr9	97904489	97922500	TRMO	9:97904489-97922500
chr3	52410660	52423641	PHF7	3:52410660-52423641
chr6	142147162	142224685	VTA1	6:142147162-142224685
chr12	42238447	42459715	PPHLN1	12:42238447-42459715
chr22	30409255	30429054	MTFP1	22:30409255-30429054
chr1	31296982	31364953	ZCCHC17	1:31296982-31364953
chr7	497258	520296	PDGFA	7:497258-520296
chr2	238060924	238099413	SCLY	2:238060924-238099413
chr2	63892146	64019428	VPS54	2:63892146-64019428
chr19	55635459	55645623	ZNF581	19:55635459-55645623
chr17	81911939	81921323	SIRT7	17:81911939-81921323
chr19	4174109	4182566	SIRT6	19:4174109-4182566
chr22	39223359	39244982	PDGFB	22:39223359-39244982
chr14	102341102	102362916	CINP	14:102341102-102362916
chr9	121178133	121223014	RAB14	9:121178133-121223014
chr3	132597270	132602644	ACKR4	3:132597270-132602644
chr3	179794958	180037053	PEX5L	3:179794958-180037053
chr6	63275951	63319983	LGSN	6:63275951-63319983
chr12	103746315	103841234	NT5DC3	12:103746315-103841234
chr4	53377839	54298245	PDGFRA	4:53377839-54298245
chr3	133824235	133895882	RAB6B	3:133824235-133895882
chr12	56334174	56340410	IL23A	12:56334174-56340410
chr14	36298564	36320637	MBIP	14:36298564-36320637
chr12	47782722	47833132	HDAC7	12:47782722-47833132
chrX	101622797	101627843	ARMCX3	X:101622797-101627843
chr6	24649979	24666930	TDP2	6:24649979-24666930
chr13	38349849	38363619	UFM1	13:38349849-38363619
chr8	17576433	17644071	PDGFRL	8:17576433-17644071
chr8	129839593	130017129	CYRIB	8:129839593-130017129
chr16	19501693	19522123	GDE1	16:19501693-19522123
chr4	112637077	112657696	LARP7	4:112637077-112657696
chr20	13714322	13784919	ESF1	20:13714322-13784919
chr4	625573	670782	PDE6B	4:625573-670782
chr8	102826111	102893864	AZIN1	8:102826111-102893864
chr11	83156988	83187451	PCF11	11:83156988-83187451
chr22	20495913	20587632	MED15	22:20495913-20587632
chr19	4007736	4039386	PIAS4	19:4007736-4039386
chr5	150113839	150155872	PDGFRB	5:150113839-150155872
chr1	114392790	114511203	TRIM33	1:114392790-114511203
chr7	100875103	100888664	SRRT	7:100875103-100888664
chr2	15166914	15561334	NBAS	2:15166914-15561334
chr6	33416442	33418317	CUTA	6:33416442-33418317
chr19	35248330	35267964	LSR	19:35248330-35267964
chr17	48892765	48895871	ATP5MC1	17:48892765-48895871
chrX	19343893	19361718	PDHA1	X:19343893-19361718
chr2	99154955	99163157	LIPT1	2:99154955-99163157
chr2	202265736	202303661	NOP58	2:202265736-202303661
chr1	171781660	171814023	METTL13	1:171781660-171814023
chr20	45416084	45456926	PIGT	20:45416084-45456926
chr20	5937228	5950558	TRMT6	20:5937228-5950558
chr8	53715543	53843558	ATP6V1H	8:53715543-53843558
chr7	851950	896436	GET4	7:851950-896436
chr4	95840093	95841464	PDHA2	4:95840093-95841464
chr1	100989623	101026088	DPH5	1:100989623-101026088
chr20	35542038	35557634	ERGIC3	20:35542038-35557634
chrX	78129748	78139650	TAF9B	X:78129748-78139650
chr5	174045706	174243501	NSG2	5:174045706-174243501
chr7	43926436	43956136	UBE2D4	7:43926436-43956136
chr3	58427630	58433857	PDHB	3:58427630-58433857
chr15	31326835	31435665	KLF13	15:31326835-31435665
chr7	5898725	5926550	CCZ1	7:5898725-5926550
chr2	43774039	43810010	DYNC2LI1	2:43774039-43810010
chr17	44319625	44324870	SLC25A39	17:44319625-44324870
chr2	172555373	172608669	PDK1	2:172555373-172608669
chr7	139340359	139423457	LUC7L2	7:139340359-139423457
chr8	91070196	91087095	OTUD6B	8:91070196-91087095
chrX	130401987	130413656	RBMX2	X:130401987-130413656
chr14	60144119	60169856	DHRS7	14:60144119-60169856
chr14	51989514	52010694	RTRAF	14:51989514-52010694
chr2	24067586	24076373	SF3B6	2:24067586-24076373
chr17	50094737	50112152	PDK2	17:50094737-50112152
chr11	73787872	73865133	MRPL48	11:73787872-73865133
chr12	66123917	66170027	TMBIM4	12:66123917-66170027
chr6	36854827	36874803	PPIL1	6:36854827-36874803
chr2	30146941	30160533	YPEL5	2:30146941-30160533
chr16	66932065	66934423	CIAO2B	16:66932065-66934423
chr17	57834781	57850056	MRPS23	17:57834781-57850056
chrX	24465244	24550466	PDK3	X:24465244-24550466
chr7	141002610	141015228	MRPS33	7:141002610-141015228
chr17	59674636	59707626	PTRH2	17:59674636-59707626
chr2	86503430	86563479	CHMP3	2:86503430-86563479
chr20	33358839	33401561	CDK5RAP1	20:33358839-33401561
chr17	17494437	17496395	RASD1	17:17494437-17496395
chr7	75996338	76048004	STYXL1	7:75996338-76048004
chr16	85676198	85690073	GINS2	16:85676198-85690073
chr7	95583499	95596516	PDK4	7:95583499-95596516
chr6	166364919	166383013	MPC1	6:166364919-166383013
chr2	178463664	178478600	FKBP7	2:178463664-178478600
chr5	32354350	32444740	ZFR	5:32354350-32444740
chr2	238426742	238452250	ASB1	2:238426742-238452250
chr7	95478444	95540233	ASB4	7:95478444-95540233
chr7	151341772	151378449	NUB1	7:151341772-151378449
chr1	53916574	53945699	HSPB11	1:53916574-53945699
chr8	30063003	30083208	SARAF	8:30063003-30083208
chr6	131808016	131895155	ENPP1	6:131808016-131895155
chr16	67389809	67393518	TPPP3	16:67389809-67393518
chr14	93934166	93976739	ASB2	14:93934166-93976739
chr7	24573268	24694193	PALS2	7:24573268-24694193
chr8	119557086	119673453	ENPP2	8:119557086-119673453
chr10	102503972	102633535	SUFU	10:102503972-102633535
chr1	151762899	151771334	OAZ3	1:151762899-151771334
chr6	131628442	131747418	ENPP3	6:131628442-131747418
chr19	2321520	2328611	LSM7	19:2321520-2328611
chr7	118184144	118204035	LSM8	7:118184144-118204035
chr2	9423651	9473101	CPSF3	2:9423651-9473101
chr16	88856220	88862686	TRAPPC2L	16:88856220-88862686
chr6	139135080	139180802	HECA	6:139135080-139180802
chr12	110491083	110502111	VPS29	12:110491083-110502111
chr12	53632726	53677408	ATP5MC2	12:53632726-53677408
chr16	2537979	2603188	PDPK1	16:2537979-2603188
chr11	7665100	7677222	CYB5R2	11:7665100-7677222
chr17	28042677	28196381	NLK	17:28042677-28196381
chr1	17249098	17284233	PADI3	1:17249098-17284233
chr10	112374116	112428379	ACSL5	10:112374116-112428379
chr16	19856691	19886167	GPRC5B	16:19856691-19886167
chr4	100395341	100518022	EMCN	4:100395341-100518022
chr1	202961873	202967275	CYB5R1	1:202961873-202967275
chr19	12224686	12294883	ZNF44	19:12224686-12294883
chr3	150602875	150630436	SELENOT	3:150602875-150630436
chr6	57186992	57222307	RAB23	6:57186992-57222307
chr16	55760566	55793960	CES1P1	16:55760566-55793960
chr2	230712842	230821075	CAB39	2:230712842-230821075
chr7	107660828	107717809	SLC26A4	7:107660828-107717809
chr5	176905005	177022633	UIMC1	5:176905005-177022633
chr3	121593379	121630295	FBXO40	3:121593379-121630295
chr3	186567403	186597103	DNAJB11	3:186567403-186597103
chr1	47333790	47378839	CMPK1	1:47333790-47378839
chr16	46407	53608	POLR3K	16:46407-53608
chr12	14784582	14803486	WBP11	12:14784582-14803486
chr20	1978757	1994285	PDYN	20:1978757-1994285
chr22	24494107	24528390	UPB1	22:24494107-24528390
chr16	1938229	1943199	MSRB1	16:1938229-1943199
chr5	131423921	131796983	RAPGEF6	5:131423921-131796983
chr3	10285666	10292947	GHRL	3:10285666-10292947
chr1	145670852	145708148	PDZK1	1:145670852-145708148
chr16	78099400	79212667	WWOX	16:78099400-79212667
chr1	235131634	235328219	ARID4B	1:235131634-235328219
chr1	160830160	160862887	CD244	1:160830160-160862887
chr17	50719565	50756219	LUC7L3	17:50719565-50756219
chr17	64319415	64413776	PECAM1	17:64319415-64413776
chr20	63657810	63696253	RTEL1	20:63657810-63696253
chr17	44846353	44850476	HIGD1B	17:44846353-44850476
chr5	96760810	96935809	ERAP1	5:96760810-96935809
chr9	35814451	35865518	TMEM8B	9:35814451-35865518
chr17	39461486	39564907	CDK12	17:39461486-39564907
chr9	129827290	129835863	C9orf78	9:129827290-129835863
chr17	1762029	1777565	SERPINF1	17:1762029-1777565
chr16	19167971	19268332	SYT17	16:19167971-19268332
chr13	25371974	26025851	ATP8A2	13:25371974-26025851
chr15	63189560	63267776	RAB8B	15:63189560-63267776
chr17	1494577	1516742	INPP5K	17:1494577-1516742
chr16	798041	800734	GNG13	16:798041-800734
chrX	132023302	132075943	STK26	X:132023302-132075943
chr12	26971579	27014434	TM7SF3	12:26971579-27014434
chr11	77660009	77872262	RSF1	11:77660009-77872262
chr2	173075435	173268015	MAP3K20	2:173075435-173268015
chr4	119135832	119187789	MYOZ2	4:119135832-119187789
chr19	56810077	56840728	PEG3	19:56810077-56840728
chr5	138352685	138437028	KDM3B	5:138352685-138437028
chr8	56436674	56446671	PENK	8:56436674-56446671
chr2	175176258	175181710	ATP5MC3	2:175176258-175181710
chr4	155829729	155866277	ASIC5	4:155829729-155866277
chr14	60709539	60724351	SIX4	14:60709539-60724351
chr6	99369401	99394195	COQ3	6:99369401-99394195
chr10	5498697	5499570	CALML5	10:5498697-5499570
chr22	18077989	18146683	TUBA8	22:18077989-18146683
chr5	126600925	126627252	PHAX	5:126600925-126627252
chr4	173168811	173323967	GALNT7	4:173168811-173323967
chr22	17178790	17258235	ADA2	22:17178790-17258235
chr19	33386950	33521791	PEPD	19:33386950-33521791
chr17	8140472	8156506	PER1	17:8140472-8156506
chr4	151670504	151761007	GATB	4:151670504-151761007
chr7	92487020	92528520	PEX1	7:92487020-92528520
chr6	42963865	42979181	PEX6	6:42963865-42979181
chr6	136822564	136913934	PEX7	6:136822564-136913934
chr1	2403964	2413797	PEX10	1:2403964-2413797
chr17	35574795	35578863	PEX12	17:35574795-35578863
chr2	61017225	61051990	PEX13	2:61017225-61051990
chr1	10472288	10630758	PEX14	1:10472288-10630758
chr4	73980811	73988190	PF4	4:73980811-73988190
chr4	73853296	73854483	PF4V1	4:73853296-73854483
chr17	8247618	8270491	PFAS	17:8247618-8270491
chrX	47575128	47630305	CFP	X:47575128-47630305
chr2	264869	278283	ACP1	2:264869-278283
chr5	140245035	140303113	PFDN1	5:140245035-140303113
chr1	161100556	161118055	PFDN2	1:161100556-161118055
chr20	54208087	54228052	PFDN4	20:54208087-54228052
chr12	53295291	53299452	PFDN5	12:53295291-53299452
chr18	57646426	57803315	ATP8B1	18:57646426-57803315
chrX	54932961	54998534	PFKFB1	X:54932961-54998534
chr1	207034366	207081024	PFKFB2	1:207034366-207081024
chr10	6144934	6254644	PFKFB3	10:6144934-6254644
chr4	672436	674330	ATP5ME	4:672436-674330
chr3	48517684	48562015	PFKFB4	3:48517684-48562015
chr21	44300051	44327376	PFKL	21:44300051-44327376
chr2	36696690	36814794	VIT	2:36696690-36814794
chr12	48105139	48146404	PFKM	12:48105139-48146404
chr10	3066333	3137718	PFKP	10:3066333-3137718
chr17	4945652	4949061	PFN1	17:4945652-4949061
chr3	149964904	150050788	PFN2	3:149964904-150050788
chr7	90466424	91210590	CDK14	7:90466424-91210590
chr21	25716503	25735673	ATP5PF	21:25716503-25735673
chr11	61241175	61251444	PGA5	11:61241175-61251444
chr10	97426191	97433444	PGAM1	10:97426191-97433444
chr7	44062727	44065567	PGAM2	7:44062727-44065567
chr6	41736711	41754109	PGC	6:41736711-41754109
chr1	10398592	10420511	PGD	1:10398592-10420511
chr14	74941834	74955626	PGF	14:74941834-74955626
chr5	115204012	115262877	PGGT1B	5:115204012-115262877
chr3	113747033	113812056	ATP6V1A	3:113747033-113812056
chrX	77910739	78129295	PGK1	X:77910739-78129295
chr6	49785660	49787285	PGK2	6:49785660-49787285
chr1	63593411	63660245	PGM1	1:63593411-63660245
chr6	83161150	83193936	PGM3	6:83161150-83193936
chr9	68328308	68531061	PGM5	9:68328308-68531061
chr11	101029624	101129813	PGR	11:101029624-101129813
chr7	87503017	87713323	ABCB1	7:87503017-87713323
chr7	87401696	87480435	ABCB4	7:87401696-87480435
chr17	49404052	49414901	PHB1	17:49404052-49414901
chr2	70900798	70965431	ATP6V1B1	2:70900798-70965431
chr12	98593591	98606379	SLC25A3	12:98593591-98606379
chrX	22032325	22431605	PHEX	X:22032325-22431605
chr6	33410399	33416453	PHF1	6:33410399-33416453
chr9	93576584	93679587	PHF2	9:93576584-93679587
chrX	72578814	72714319	PHKA1	X:72578814-72714319
chrX	18892298	18984114	PHKA2	X:18892298-18984114
chr16	47461123	47701523	PHKB	16:47461123-47701523
chr8	20197381	20226819	ATP6V1B2	8:20197381-20226819
chr7	56080283	56092996	PHKG1	7:56080283-56092996
chr16	30740667	30761176	PHKG2	16:30740667-30761176
chr10	13277796	13302412	PHYH	10:13277796-13302412
chr14	94376747	94390693	SERPINA1	14:94376747-94390693
chr20	45174902	45176544	PI3	20:45174902-45176544
chr14	94561442	94569913	SERPINA4	14:94561442-94569913
chr18	63476958	63505085	SERPINB5	18:63476958-63505085
chr6	2948159	2972165	SERPINB6	6:2948159-2972165
chr16	2513952	2520218	ATP6V0C	16:2513952-2520218
chr2	223975045	224039318	SERPINE2	2:223975045-224039318
chr18	63949357	64019779	SERPINB8	18:63949357-64019779
chr6	2887270	2903309	SERPINB9	6:2887270-2903309
chr18	63907958	63936111	SERPINB10	18:63907958-63936111
chr3	167735243	167825569	SERPINI1	3:167735243-167825569
chr18	63586989	63604639	SERPINB13	18:63586989-63604639
chr3	167441789	167479004	SERPINI2	3:167441789-167479004
chrX	15319452	15335554	PIGA	X:15319452-15335554
chr1	172441457	172444069	PIGC	1:172441457-172444069
chr8	103021063	103073051	ATP6V1C1	8:103021063-103073051
chr2	46580937	46617055	PIGF	2:46580937-46617055
chr14	67581955	67600286	PIGH	14:67581955-67600286
chr1	206928522	206946466	PIGR	1:206928522-206946466
chr11	17077730	17207986	PIK3C2A	11:17077730-17207986
chr1	204422628	204494805	PIK3C2B	1:204422628-204494805
chr12	18242961	18737878	PIK3C2G	12:18242961-18737878
chr18	41955234	42087830	PIK3C3	18:41955234-42087830
chr22	17592136	17628749	ATP6V1E1	22:17592136-17628749
chr3	179148114	179240093	PIK3CA	3:179148114-179240093
chr3	138652698	138834928	PIK3CB	3:138652698-138834928
chr6	37170152	37175428	PIM1	6:37170152-37175428
chr1	9651731	9729114	PIK3CD	1:9651731-9729114
chr7	106865278	106908980	PIK3CG	7:106865278-106908980
chr5	68215756	68301821	PIK3R1	5:68215756-68301821
chr19	18153158	18178117	PIK3R2	19:18153158-18178117
chr22	20707691	20859417	PI4KA	22:20707691-20859417
chr1	151291797	151327715	PI4KB	1:151291797-151327715
chr11	47239302	47248906	ACP2	11:47239302-47248906
chr19	9835257	9849689	PIN1	19:9835257-9849689
chr1	69919322	69920317	PIN1P1	1:69919322-69920317
chrX	72181353	72302926	PIN4	X:72181353-72302926
chr7	143132077	143139739	PIP	7:143132077-143139739
chr10	22534854	22714578	PIP4K2A	10:22534854-22714578
chr17	1517718	1562792	PITPNA	17:1517718-1562792
chr5	135027734	135034813	PITX1	5:135027734-135034813
chr4	110617423	110642123	PITX2	4:110617423-110642123
chr10	102230186	102241512	PITX3	10:102230186-102241512
chr16	2088708	2135898	PKD1	16:2088708-2135898
chr4	88007635	88077777	PKD2	4:88007635-88077777
chr1	155289293	155301438	PKLR	1:155289293-155301438
chr6	51615299	52087613	PKHD1	6:51615299-52087613
chr15	72199029	72231819	PKM	15:72199029-72231819
chr21	42974510	43033931	PKNOX1	21:42974510-43033931
chr1	201283452	201332993	PKP1	1:201283452-201332993
chr12	32790755	32896777	PKP2	12:32790755-32896777
chr12	120322115	120327779	PLA2G1B	12:120322115-120327779
chr1	19975431	19980416	PLA2G2A	1:19975431-19980416
chr1	186828949	186988981	PLA2G4A	1:186828949-186988981
chr1	20028179	20091911	PLA2G5	1:20028179-20091911
chr8	56160909	56211324	PLAG1	8:56160909-56211324
chr6	143940300	144064599	PLAGL1	6:143940300-144064599
chr20	32192504	32207743	PLAGL2	20:32192504-32207743
chr8	42174718	42207709	PLAT	8:42174718-42207709
chr10	73909177	73917496	PLAU	10:73909177-73917496
chr19	43646095	43670547	PLAUR	19:43646095-43670547
chr1	43974487	43978295	ATP6V0B	1:43974487-43978295
chr15	40278176	40307935	PLCB2	15:40278176-40307935
chr11	64251530	64269150	PLCB3	11:64251530-64269150
chr20	9067825	9504593	PLCB4	20:9067825-9504593
chr3	38007496	38029642	PLCD1	3:38007496-38029642
chr2	60450520	60554467	BCL11A	2:60450520-60554467
chrX	88747225	88754785	CPXCR1	X:88747225-88754785
chr15	83016423	83067252	BTBD1	15:83016423-83067252
chr2	197804593	198149884	PLCL1	2:197804593-198149884
chr11	124673844	124697518	SPA17	11:124673844-124697518
chr13	20702127	20723098	IL17D	13:20702127-20723098
chr4	87422573	87459455	NUDT9	4:87422573-87459455
chrX	73563197	73687111	CHIC1	X:73563197-73687111
chr19	19264364	19273391	TM6SF2	19:19264364-19273391
chr15	83107572	83144854	TM6SF1	15:83107572-83144854
chr21	42403447	42447684	UBASH3A	21:42403447-42447684
chr14	72969451	73027131	ZFYVE1	14:72969451-73027131
chr20	41136960	41182989	PLCG1	20:41136960-41182989
chr2	140231423	142131016	LRP1B	2:140231423-142131016
chr10	89582988	89645242	PANK1	10:89582988-89645242
chr9	89005771	89178818	SHC3	9:89005771-89178818
chr16	81739097	81962685	PLCG2	16:81739097-81962685
chr3	171600404	171810950	PLD1	3:171600404-171810950
chr4	76114659	76148444	NUP54	4:76114659-76148444
chr12	113221050	113298585	TPCN1	12:113221050-113298585
chr17	4807152	4823434	PLD2	17:4807152-4823434
chr8	143915153	143976734	PLEC	8:143915153-143976734
chr6	31542198	31548427	ATP6V1G2	6:31542198-31548427
chr6	160702238	160754097	PLG	6:160702238-160754097
chr6	45880827	46129857	CLIC5	6:45880827-46129857
chr4	4415742	4542346	STX18	4:4415742-4542346
chr2	68365282	68397453	PLEK	2:68365282-68397453
chr2	87748087	87759476	PLGLB2	2:87748087-87759476
chr2	87002559	87021852	PLGLB1	2:87002559-87021852
chr17	1742836	1755265	SERPINF2	17:1742836-1755265
chr15	89664367	89679427	PLIN1	15:89664367-89679427
chr16	23677656	23690367	PLK1	16:23677656-23690367
chr19	35138824	35151336	FXYD1	19:35138824-35151336
chr19	35106510	35124324	FXYD3	19:35106510-35124324
chr17	42458844	42522582	ATP6V0A1	17:42458844-42522582
chr6	118548296	118561716	PLN	6:118548296-118561716
chr1	11934205	11975538	PLOD1	1:11934205-11975538
chr3	146069440	146163653	PLOD2	3:146069440-146163653
chrX	103773718	103792619	PLP1	X:103773718-103792619
chrX	49171898	49175235	PLP2	X:49171898-49175235
chr4	154535005	154550400	PLRG1	4:154535005-154550400
chr3	142596393	142713664	PLS1	3:142596393-142713664
chrX	115561174	115650861	PLS3	X:115561174-115650861
chr3	146515180	146544856	PLSCR1	3:146515180-146544856
chr20	45898621	45912155	PLTP	20:45898621-45912155
chr3	126982693	127037389	PLXNA1	3:126982693-127037389
chr19	1573596	1605445	MBD3	19:1573596-1605445
chr7	87934143	88202889	ADAM22	7:87934143-88202889
chr1	208022242	208244384	PLXNA2	1:208022242-208244384
chr16	81238689	81291142	BCO1	16:81238689-81291142
chr2	218822383	218832086	PRKAG3	2:218822383-218832086
chr19	49850735	49860744	PTOV1	19:49850735-49860744
chr19	10512742	10517931	S1PR5	19:10512742-10517931
chr3	48403854	48430086	PLXNB1	3:48403854-48430086
chrX	153764196	153779346	PLXNB3	X:153764196-153779346
chr18	59899996	59904305	PMAIP1	18:59899996-59904305
chr12	102196459	102197833	PMCH	12:102196459-102197833
chr8	28316986	28343355	PNOC	8:28316986-28343355
chr5	22142352	22152356	PMCHL1	5:22142352-22152356
chrX	154428633	154436516	ATP6AP1	X:154428633-154436516
chr5	71375786	71385993	PMCHL2	5:71375786-71385993
chr15	73994673	74047827	PML	15:73994673-74047827
chr22	41576900	41589871	PMM1	22:41576900-41589871
chr16	8788823	8862124	PMM2	16:8788823-8862124
chr8	81440326	81447439	PMP2	8:81440326-81447439
chr17	15229773	15272292	PMP22	17:15229773-15272292
chr2	189784085	189877629	PMS1	2:189784085-189877629
chr7	100300024	100336307	PMS2P1	7:100300024-100336307
chrX	77910682	78050395	ATP7A	X:77910682-78050395
chr7	75344015	75359550	PMS2P2	7:75344015-75359550
chr7	67139961	67302485	PMS2P4	7:67139961-67302485
chr21	37006150	37019662	RIPPLY3	21:37006150-37019662
chr19	35143250	35154302	FXYD7	19:35143250-35154302
chr11	117836976	117877486	FXYD6	11:117836976-117877486
chr19	35154730	35169881	FXYD5	19:35154730-35169881
chr10	43371636	43376335	FXYD4	10:43371636-43376335
chr3	151326312	151329549	P2RY13	3:151326312-151329549
chr7	74894116	74897835	PMS2P5	7:74894116-74897835
chr12	54362445	54364486	GPR84	12:54362445-54364486
chr6	136999971	137045180	IL20RA	6:136999971-137045180
chr3	136946230	137011085	IL20RB	3:136946230-137011085
chr4	1009979	1026898	FGFRL1	4:1009979-1026898
chr3	151294086	151316820	GPR87	3:151294086-151316820
chr11	68261338	68272001	C11orf24	11:68261338-68272001
chr11	5619764	5644398	TRIM34	11:5619764-5644398
chr11	616577	626078	CDHR5	11:616577-626078
chr4	183318100	183320276	CLDN22	4:183318100-183320276
chr7	130538954	130546900	COPG2IT1	7:130538954-130546900
chr7	75507747	75528148	PMS2P3	7:75507747-75528148
chr21	33584687	33931607	ATP5PO	21:33584687-33931607
chr10	25934229	26212532	MYO3A	10:25934229-26212532
chr15	45129933	45165576	DUOX1	15:45129933-45165576
chr19	40778247	40796942	RAB4B	19:40778247-40796942
chr5	177301198	177311870	RAB24	5:177301198-177311870
chr5	52787916	52825210	PELO	5:52787916-52825210
chr12	20695332	20753386	SLCO1C1	12:20695332-20753386
chr4	121801318	121817021	EXOSC9	4:121801318-121817021
chr2	200870907	200889303	PPIL3	2:200870907-200889303
chr1	11066618	11099869	EXOSC10	1:11066618-11099869
chrX	31071233	31072041	FTHL17	X:31071233-31072041
chr11	99020949	100358885	CNTN5	11:99020949-100358885
chr15	64165525	64381420	CSNK1G1	15:64165525-64381420
chr22	42692121	42721298	A4GALT	22:42692121-42721298
chr7	5970925	6009106	PMS2	7:5970925-6009106
chr1	170662728	170739421	PRRX1	1:170662728-170739421
chr14	92121969	92172145	CPSF2	14:92121969-92172145
chr19	11574660	11579008	ACP5	19:11574660-11579008
chr13	51930436	52012125	ATP7B	13:51930436-52012125
chr21	39184176	39321559	BRWD1	21:39184176-39321559
chr21	42496018	42581440	SLC37A1	21:42496018-42581440
chr21	14216130	14228372	RBM11	21:14216130-14228372
chr21	35887195	35887807	PPP1R2P2	21:35887195-35887807
chr21	45643694	45942454	PCBP3	21:45643694-45942454
chr21	13843133	13848364	CYP4F29P	21:13843133-13848364
chr21	46300181	46323875	C21orf58	21:46300181-46323875
chr21	46286342	46297751	YBEY	21:46286342-46297751
chr10	116545931	116567855	PNLIP	10:116545931-116567855
chr21	34723807	34737204	LINC00160	21:34723807-34737204
chr21	34375480	34407866	SMIM11	21:34375480-34407866
chr21	32772100	32889047	C21orf62-AS1	21:32772100-32889047
chr21	32268228	32279049	MIS18A	21:32268228-32279049
chr10	116590385	116609175	PNLIPRP1	10:116590385-116609175
chr21	25385388	25431701	LINC00158	21:25385388-25431701
chr21	17835016	17885608	CHODL-AS1	21:17835016-17885608
chr10	116620953	116645143	PNLIPRP2	10:116620953-116645143
chr21	44506807	44516575	TSPEAR-AS1	21:44506807-44516575
chr21	44497893	44711572	TSPEAR	21:44497893-44711572
chr21	27722379	27751233	LINC00113	21:27722379-27751233
